;U I T G A V E N;;;;
Datum Boeking;Soort uitgaven ;Categorie ;Hoofdrubriek ;Omschrijving factuur ;Realisatie boeking 
1-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;J Stierman 115u feb.2016;4.521,79
1-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;J Stierman 115u feb.2016;4.678,74
1-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;J Stierman 115u feb.2016;6.593,00
6-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur accountancy;16.397,92
20-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur onderzoek CE-markeringen;16.720,69
1-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;19.514,88
13-4-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur accountancy;19.650,40
13-4-16;Materiële uitgaven;Bijdrage SSO;Bijdrage SSO;Dienstverlening P-direct;41.519,94
13-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;studiemateriaal;54,95
6-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Conferentie;75,00
18-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie lidmaatschap;210,94
13-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;248,05
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;356,95
18-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;395,00
7-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Gebruik de zeifservice desk voor het aanpassen van uw bestelling M Streppel;482,79
20-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Zaalhuur teambuilding;510,00
7-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;525,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Persoonlijke ontwikkeling;552,00
6-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;595,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Training vaardigheden;605,00
13-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;744,15
6-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Congres;895,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Training vaardigheden;1.062,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;1.203,95
13-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Persoonlijke ontwikkeling;1.272,19
13-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Persoonlijke ontwikkeling;1.500,00
6-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Persoonlijke ontwikkeling;1.815,00
13-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;1.950,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Persoonlijke ontwikkeling;2.145,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;2.159,85
20-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;2.637,80
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;2.830,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Training vaardigheden;2.982,00
1-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Training vaardigheden;3.025,00
18-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;Inhoudelijke cursus of opleiding;3.999,05
18-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;procesbegeleiding trainingsdag;4.873,28
6-4-16;Personele uitgaven;Eigen personeel;Studie en opleiding;procesbegeleiding trainingsdag;13.567,13
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Reiskosten binnenland;2.814,06
18-4-16;Personele uitgaven;Eigen personeel;Personeelsevenenementen, - bijeenkomsten en recepties;Lunch;200,00
1-4-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;externe accommodatie;371,40
13-4-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;externe accommodatie;1.034,85
20-4-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;externe accommodatie;3.756,50
6-4-16;Ontvangsten;Ontvangsten;Internationale projecten;Creditnota buitenlandse dienstreis België;-68,80
6-4-16;Ontvangsten;Ontvangsten;Internationale projecten;Creditnota buitenlandse dienstreis België;-68,80
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Antwerpen;18,80
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;W van Westing consult 18022016;22,00
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Binnenlandse dienstreis;87,20
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;90,00
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Brussel;127,00
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Brussel;135,80
13-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Letland;232,00
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;239,64
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;246,64
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Finland;251,12
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Finland;251,12
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Brussel;291,00
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Abu Dhabi;441,30
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Abu Dhabi;441,30
13-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Wenen;521,60
13-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;639,71
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Nairobi;695,53
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Nairobi;695,53
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Nairobi;-695,53
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Nairobi;695,67
7-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Italië;705,81
7-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Italië;705,81
21-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;885,00
20-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;1.165,00
13-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;1.195,81
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;1.302,67
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;1.302,67
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;-1.302,67
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;1.369,77
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;-1.369,77
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;1.369,77
1-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Polen;1.444,00
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis;1.614,00
18-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Bulgarije;1.679,64
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Polen;557,86
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;810,24
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;787,84
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;87,16
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Luxemburg;563,48
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Peru;387,34
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Turkije;322,24
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;416,34
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;94,98
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;96,29
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;678,16
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;1.097,84
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;1.670,84
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;406,17
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Oostenrijk;866,67
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesië;745,92
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesië;98,00
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;744,17
29-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Kosovo;672,88
13-4-16;Personele uitgaven;Eigen personeel;Onkostenvergoeding;Onkostenvergoeding woon-werkverkeer;239,81
20-4-16;Personele uitgaven;Eigen personeel;Onkostenvergoeding;Onkostenvergoeding woon-werkverkeer;29.051,78
13-4-16;Personele uitgaven;Eigen personeel;Toelagen, toeslagen en vergoedingen;Vacatiegeldvergoeding collegelid in buitengewone dienst;3.810,00
18-4-16;Materiële uitgaven;uitbesteding;Spraak en Data Verbindingen;Telefoonkosten;81,98
20-4-16;Personele uitgaven;Eigen Personeel;Representatie Eigen Personeel;Cadeau Secretaressedag 2016;31,72
13-4-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;externe accommodatie;880,78
1-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Restitutie contributie lidmaatschap;-120,98
1-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Restitutie contributie lidmaatschap;-58,52
1-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie lidmaatschap;121,00
1-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie lidmaatschap;121,00
20-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie lidmaatschap;209,00
13-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie lidmaatschap;284,35
18-4-16;Personele uitgaven;Eigen personeel;Noodzakelijke contributies van personeel;Contributie lidmaatschap;425,00
6-4-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;externe accommodatie;99,00
1-4-16;Personele uitgaven;Eigen personeel;Instroom, doorstroom en uitstroom van personeel;Vacatureplaatsingen;300,00
1-4-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;30,05
1-4-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;41,35
7-4-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;41,35
18-4-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;41,35
20-4-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg;Aanschaf computerbril;329,00
13-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;elektriciteitslevering kantoorpand;3.357,02
13-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;creditnota elektriciteitslevering kantoorpand;-1.688,51
1-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Energielevering kantoorpand;4.536,23
26-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Energielevering kantoorpand;4.629,42
1-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Warmtelevering kantoorpand;11.221,64
20-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Warmtelevering kantoorpand;26.542,90
20-4-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Warmtelevering kantoorpand;-13.271,15
7-4-16;Materiële uitgaven;huisvesting;Verhuizen;Opslag  ;470,15
13-4-16;Materiële uitgaven;huisvesting;Verhuizen;Opslag  ;811,98
6-4-16;Materiële uitgaven;huisvesting;Verhuizen;Opslag  ;1.218,60
21-4-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Dienstvervoer;384,60
18-4-16;Materiële uitgaven;Diensten en middelen;Consumptieve diensten ;Borden e.d. tbv lunch;10,50
6-4-16;Materiële uitgaven;Huisvesting;gebruik en onderhoud gebouw en terreinen;onderhoud goederen;53,75
26-4-16;Materiële uitgaven;Huisvesting;gebruik en onderhoud gebouw en terreinen;onderhoud goederen;87,22
1-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;aanschaf goederen;99,95
6-4-16;Materiële uitgaven;uitbesteding;Schoonmaken;Reinigen wasgoed;162,32
6-4-16;Materiële uitgaven;uitbesteding;Schoonmaken;Reinigen wasgoed;-162,32
18-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;161,52
25-4-16;Materiële uitgaven;Huisvesting;gebruik en onderhoud gebouw en terreinen;onderhoud ;162,32
6-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;onderhoud goederen;180,00
6-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;297,22
13-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;313,21
20-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;330,12
6-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;422,58
1-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;441,53
18-4-16;Materiële uitgaven;uitbesteding;Aanschaf hardware;Printplaat;591,16
6-4-16;Materiële uitgaven;Diensten en middelen;Inrichting van gebouwen;monteur;636,97
1-4-16;Materiële uitgaven;Huisvesting;gebruik en onderhoud gebouw en terreinen;onderhoud gebouw;669,59
1-4-16;Materiële uitgaven;Huisvesting;gebruik en onderhoud gebouw en terreinen;onderhoud ;691,06
6-4-16;Materiële uitgaven;Huisvesting;gebruik en onderhoud gebouw en terreinen;Onderhoud planten;1.681,63
1-4-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Retourname demontage toiletartikelen;-178,67
13-4-16;Materiële uitgaven;uitbesteding;afvalzorgmanagement;Afvalverwerking;-74,77
1-4-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Schoonmaakkosten;-42,85
7-4-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Afvalverwerking;18,11
20-4-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Afvalverwerking;18,11
1-4-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;65,58
18-4-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Afvalverwerking;84,70
6-4-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaakkosten;112,71
18-4-16;Materiële uitgaven;uitbesteding;afvalzorgmanagement;Afvalverwerking;222,35
1-4-16;Materiële uitgaven;Diensten en middelen;afvalzorgmanagement;Afvalverwerking;316,11
13-4-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaakkosten;603,55
18-4-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;918,70
6-4-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;1.296,47
1-4-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaakkosten;7.964,81
13-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;232,32
13-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;514,25
13-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;598,24
1-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;1.016,40
26-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;1.071,66
25-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;2.471,07
18-4-16;Materiële uitgaven;Huisvesting;Risicobeheersen;Beveiliging;3.257,04
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;430,44
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;270,87
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;489,81
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;2.033,47
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;-270,87
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;-489,81
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;-2.033,47
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;623,66
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;-623,66
13-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;-430,44
1-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;59,37
1-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;682,77
1-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;1.910,99
1-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;340,61
21-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;430,44
21-4-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Dienstvervoer;270,87
